No,Title,Date,Image URL
"97","Komisi VI DPR Imbau Warga Pakai Pertamax, Janji Pantau Kualitasnya","28 Februari 2025","https://asset.kompas.com/crops/YxoSSmf2YYaU6Z5VIo7jCBAjPm8=/0x0:0x0/235x132/data/photo/2025/02/28/67c149e643150.jpg"
"98","Foto Bareng Prabowo, SBY dan Jokowi di Akmil, Puan: Silaturahmi Santai","28 Februari 2025","https://asset.kompas.com/crops/zwqXXLbX24MKrZ0wCIHbw51u1as=/0x0:0x0/235x132/data/photo/2025/02/28/67c1527bd0cfe.jpg"
"99","Kejagung Sita 95 Bundel Dokumen dari Perusahaan Milik Anak Riza Chalid","28 Februari 2025","https://asset.kompas.com/crops/6QhRVOy2ZiE7WG8EWRZJkUx_bkc=/0x0:0x0/235x132/data/photo/2025/02/28/67c14966832dd.jpg"
"100","DPR Panggil Pertamina Bahas Korupsi Pertamax Oplosan 12 Maret 2025","28 Februari 2025","https://asset.kompas.com/crops/YxoSSmf2YYaU6Z5VIo7jCBAjPm8=/0x0:0x0/235x132/data/photo/2025/02/28/67c149e643150.jpg"
"101","Prabowo Ngopi 2 Gelas Saat Beri Pengarahan 2 Jam untuk Kepala Daerah","28 Februari 2025","https://asset.kompas.com/crops/wOMMWMd4qjfWIj3x2GWg1wDw8DU=/0x0:780x520/235x132/data/photo/2025/02/28/67c1513709587.jpg"
"102","Prabowo Ingin Buat Retreat Kepala Daerah Tahun Depan: Agar Terbukti Tak "Omon-omon"","28 Februari 2025","https://asset.kompas.com/crops/5me-ocQJkVLIBlWcINVM5nfy7BE=/0x0:0x0/235x132/data/photo/2025/02/28/67c0f8299d904.jpg"
"103","Kejagung Geledah Kantor di Merak Dalami Kasus Dugaan Korupsi Pertamina Patra Niaga","28 Februari 2025","https://asset.kompas.com/crops/6QhRVOy2ZiE7WG8EWRZJkUx_bkc=/0x0:0x0/235x132/data/photo/2025/02/28/67c14966832dd.jpg"
"104","Ribuan Buruh PT Sritex Kena PHK, Komisi VII DPR: Dulu Pemerintah Pastikan Tak Ada PHK","28 Februari 2025","https://asset.kompas.com/crops/KWuJZLyG9hk1bmlQ_YxmevzUy-I=/0x0:0x0/235x132/data/photo/2024/10/02/66fcdbc852081.jpg"
"105","Mensos Gus Ipul: Anggaran KND Dipangkas Jadi Rp 3 Miliar","28 Februari 2025","https://asset.kompas.com/crops/KA7kZJdU_2xJK9BSnOf4rKZNiu8=/0x0:0x0/235x132/data/photo/2025/02/27/67c0390a1b6be.jpg"
"106","KPK Tantang Hasto Buktikan Ketidakterlibatan dalam Kasus Suap di Persidangan","28 Februari 2025","https://asset.kompas.com/crops/iSnEwqL1N7qOx5DbvRGhwt9edRk=/0x0:0x0/235x132/data/photo/2024/12/27/676e85a14f7c7.jpg"
"107","Jaga Lingkungan dan Tingkatkan Kesejahteraan Sosial, Kemensos Gelar Aksi Bersih Mangrove di Muara Gembong","28 Februari 2025","https://asset.kompas.com/crops/k-pHcBGjI2-tQPPEtNOULzH6Kl4=/0x0:3359x2239/235x132/data/photo/2025/02/28/67c1413ca15b8.jpeg"
"108","Kades Kohod Diberi Waktu 30 Hari Bayar Denda Rp 48 Miliar karena Buat Pagar Laut","28 Februari 2025","https://asset.kompas.com/crops/bg-84rb9rF_1nXJY9rG0bcBCu9U=/0x0:0x0/235x132/data/photo/2025/02/27/67c0231e18a90.jpg"
"109","Jelang Ramadhan, DPR Minta Pemerintah Pastikan Harga Komoditas Stabil","28 Februari 2025","https://asset.kompas.com/crops/yGngyJt9Rd1qRD2I7_YS0tS-CS4=/0x0:0x0/235x132/data/photo/2025/01/17/678a069cb9a4b.jpg"
"110","Beri Pengarahan, Prabowo Minta Kepala Daerah Mengerti Geopolitik","28 Februari 2025","https://asset.kompas.com/crops/5me-ocQJkVLIBlWcINVM5nfy7BE=/0x0:0x0/235x132/data/photo/2025/02/28/67c0f8299d904.jpg"
"111","Hukuman Eks Dirut Pertamina Karen Agustiawan Diperberat Jadi 13 Tahun","28 Februari 2025","https://asset.kompas.com/crops/Dv_YnNWOswgXhmldK9eRJkjhDYo=/0x13:998x678/235x132/data/photo/2024/06/24/667966e110336.jpg"
"112","Gus Ipul Pastikan Bansos untuk Disabilitas Tak Terdampak Pemangkasan Anggaran","28 Februari 2025","https://asset.kompas.com/crops/KA7kZJdU_2xJK9BSnOf4rKZNiu8=/0x0:0x0/235x132/data/photo/2025/02/27/67c0390a1b6be.jpg"
"113","Mensos Bantah Anggaran Komisi Nasional Disabilitas Dipangkas Jadi Rp 500 Juta","28 Februari 2025","https://asset.kompas.com/crops/KA7kZJdU_2xJK9BSnOf4rKZNiu8=/0x0:0x0/235x132/data/photo/2025/02/27/67c0390a1b6be.jpg"
"114","Menteri Komdigi Ajak IBM Investasi di Ekosistem Digital Indonesia","28 Februari 2025","https://asset.kompas.com/crops/UFuMbANmLU1zrsEFvUZGrhyhJCA=/0x0:0x0/235x132/data/photo/2025/02/25/67bd95a711375.jpeg"
"115","DTSEN Masuk Tahap Ground Checking, Wamensos Agus Jabo: Ini Langkah Penting Validitas Data","28 Februari 2025","https://asset.kompas.com/crops/8zOkNZ0wiplWSTzHZqw54r_DcIs=/0x0:1152x768/235x132/data/photo/2025/02/28/67c1329a6a0c9.jpeg"
"116","Sambut Ramadhan dengan Renungan, Dompet Dhuafa Hadirkan Blind Concert Bersama Panji Sakti","28 Februari 2025","https://asset.kompas.com/crops/o2eU3_hUmU9ZeqnmYog65zStwf0=/0x0:602x401/235x132/data/photo/2025/02/28/67c12987efa48.jpeg"
"117","Komjak Atensi Kasus Jaksa Tilap Uang Kasus Robot Trading, Ribuan Korban Buat Aduan","28 Februari 2025","https://asset.kompas.com/crops/LN7G-blGvEoPW2KM4-v0rqf3P1U=/0x415:1170x1195/235x132/data/photo/2024/09/16/66e799c207303.jpeg"
"118","Menhan RI dan Kamboja Bertemu, Bahas Pengembangan Pasukan Khusus hingga Peningkatan Keamanan Maritim","28 Februari 2025","https://asset.kompas.com/crops/AyNV3mV-BlvU0uWO_i7vweCB8TA=/0x0:0x0/235x132/data/photo/2025/02/28/67c128c728e46.jpg"
"119","Menhan Tegaskan Indonesia Dukung Penuh Keanggotaan Timor Leste di ASEAN","28 Februari 2025","https://asset.kompas.com/crops/kEUVbe71Jj2Vs46VEweT5lxgA6Q=/0x0:0x0/235x132/data/photo/2025/02/28/67c12594c2b49.jpg"
"120","Anggaran Dipangkas Tersisa Rp 500 Juta, Komnas Disabilitas Khawatir Tak Bisa Lakukan Pemantauan","28 Februari 2025","https://asset.kompas.com/crops/snlCsMtvENuu77w1Lp5MRpBCM-o=/192x128:1728x1152/235x132/data/photo/2024/06/11/66684d617496b.jpg"
"121","Kementerian Desa PDT dan Kemenag Berkolaborasi Tingkatkan Ekonomi Masyarakat Desa Berbasis Keluarga","28 Februari 2025","https://asset.kompas.com/crops/3hgg6Ay3Apbvy07Z3F9P8X4PXUE=/0x0:1596x1064/235x132/data/photo/2025/02/28/67c121bfd9d3d.jpeg"
"122","Prabowo Berterima Kasih ke SBY dan Jokowi: 20 Tahun Menjaga Negara, Hindari Perpecahan","28 Februari 2025","https://asset.kompas.com/crops/5me-ocQJkVLIBlWcINVM5nfy7BE=/0x0:0x0/235x132/data/photo/2025/02/28/67c0f8299d904.jpg"
"123","Sejumlah Menteri Hadiri Penutupan Retreat Kepala Daerah di Akmil Magelang","28 Februari 2025","https://asset.kompas.com/crops/0Tsncc-PvdpcM7dZRrAMP4COplI=/0x0:0x0/235x132/data/photo/2025/02/27/67bff4c03fd42.jpg"
"124","Detik-detik Menegangkan Personel TNI AU Selamatkan 4 Korban Bentor Tenggelam di Sungai...","28 Februari 2025","https://asset.kompas.com/crops/cnA4ZMvg2Prmuph9WMX-XFVK5JM=/0x152:1046x850/235x132/data/photo/2025/02/28/67c1077becfef.jpeg"
"125","KPK Sebut Mobil dari Erdogan untuk Prabowo Tak Perlu Dilaporkan","28 Februari 2025","https://asset.kompas.com/crops/cZ80v0dl4by95w6WM9jr9Ne0LKY=/0x0:0x0/235x132/data/photo/2025/02/13/67ad32ed1a8b5.jpg"
"126","Sidang Isbat Awal Ramadhan 2025 Digelar Hari Ini","28 Februari 2025","https://asset.kompas.com/crops/W-arz1XrP_xxEDhQfe3GX3WYmnM=/4x25:1280x663/235x132/data/photo/2024/09/19/66ebd84e4a33d.jpg"
"127","KPK Kembali Panggil Politisi Nasdem Ahmad Ali pada 6 Maret","28 Februari 2025","https://asset.kompas.com/crops/Pl4uEQcSBExf2AGu67-YTAWinz8=/84x42:684x442/235x132/data/photo/2025/02/05/67a32266eefbe.jpeg"
"128","Prabowo Tegaskan Kepala Daerah adalah Abdi dan Pelayan Rakyat","28 Februari 2025","https://asset.kompas.com/crops/5me-ocQJkVLIBlWcINVM5nfy7BE=/0x0:0x0/235x132/data/photo/2025/02/28/67c0f8299d904.jpg"
"129","Aksi Heroik Anggota TNI AU Tolong 4 Warga yang Tercebur ke Sungai","28 Februari 2025","https://asset.kompas.com/crops/cnA4ZMvg2Prmuph9WMX-XFVK5JM=/0x152:1046x850/235x132/data/photo/2025/02/28/67c1077becfef.jpeg"
"130","Momen Prabowo Beri Kejutan Ulang Tahun untuk Wali Kota Depok dan Singkawang di Akmil Magelang","28 Februari 2025","https://asset.kompas.com/crops/qOxCj6LFPTqF2bZIuUAJGaU7zuo=/0x0:800x533/235x132/data/photo/2025/02/27/67c0938330123.jpeg"
"131","Saat Eks Sestama Basarnas Mengaku Gunakan Dana Komando untuk Beli Ikan Arwana...","28 Februari 2025","https://asset.kompas.com/crops/wcexV7n3vsk7HGf1NFkcA61qL1c=/0x0:0x0/235x132/data/photo/2025/02/27/67bffb2180cd1.jpg"
"132","Gerakan Rakyat, Kendaraan Politik Anies Baswedan untuk Pilpres 2029?","28 Februari 2025","https://asset.kompas.com/crops/BB_z3ib5x7vCCboNSqbi_2q_91E=/0x0:0x0/235x132/data/photo/2025/02/27/67c02ed503753.jpg"
"133","Hari Penutupan Retreat Kepala Daerah, Prabowo Akan Berikan Arahan Pemungkas","28 Februari 2025","https://asset.kompas.com/crops/K3RFhV7LvTHqL8VwIEfyjhjmtWA=/0x0:0x0/235x132/data/photo/2025/02/27/67c05a112920c.jpg"
"134","Momen Jokowi Bersalaman dengan Puan Maharani di Upacara Parade Senja","28 Februari 2025","https://asset.kompas.com/crops/7IlPGr5_72kACL43H14y3GYSK10=/55x0:1316x841/235x132/data/photo/2025/02/28/67c0ee9776470.jpg"
"135","Investigasi Pagar Laut Tangerang Berhenti di Kades Kohod, Antiklimaks?","28 Februari 2025","https://asset.kompas.com/crops/RdUfN6RncXAkWx2JE6ijQ1kbeAw=/0x0:4520x3013/235x132/data/photo/2025/01/19/678cb168b6b3b.jpg"
"136","Prabowo Beri Hadiah Tambahan Libur untuk Taruna yang Hujan-hujanan di Parade Senja","28 Februari 2025","https://asset.kompas.com/crops/D7HuJ7umeyeaNLOeaKfQTz4vIw0=/0x0:0x0/235x132/data/photo/2025/02/27/67c0943b72a2e.jpeg"
"137","Prabowo Rayakan Ulang Tahun Wali Kota Tjhai Chui Mie dan Supian Suri Saat Makan Malam Retreat","27 Februari 2025","https://asset.kompas.com/crops/qOxCj6LFPTqF2bZIuUAJGaU7zuo=/0x0:800x533/235x132/data/photo/2025/02/27/67c0938330123.jpeg"
"138","Momen Prabowo Jabat Tangan dan Tepuk Pundak Muzakir Manaf Usai Upacara Parade Senja","27 Februari 2025","https://asset.kompas.com/crops/laQ31bdzS1baJ3VKwIGa5GwKiKs=/31x0:730x466/235x132/data/photo/2025/02/27/67c090bbdecd0.png"
"139","Didampingi Jokowi dan SBY di Parade Senja, Prabowo: Saya Bangga Ditemani Dua Mantan Presiden","27 Februari 2025","https://asset.kompas.com/crops/da-WoKwudlTFcvezCofQz2zd-u8=/0x0:0x0/235x132/data/photo/2025/02/27/67c0773d7ced6.jpg"
"140","Momen Prabowo, SBY, Jokowi, dan Puan Foto Bareng Pakai Baju Loreng di Retreat Magelang","27 Februari 2025","https://asset.kompas.com/crops/da-WoKwudlTFcvezCofQz2zd-u8=/0x0:0x0/235x132/data/photo/2025/02/27/67c0773d7ced6.jpg"
"141","PKB Cari Pengganti Calon Bupati Tasikmalaya Ade Sugianto yang Didiskualifikasi MK","27 Februari 2025","https://asset.kompas.com/crops/9KKUHlwDRg3BI2HPaeUWBkPfWqY=/0x0:0x0/235x132/data/photo/2025/02/24/67bc1eeeaa648.jpg"
"142","Kemenag: 121.669 Jemaah Lunasi Biaya Haji Reguler 2025","27 Februari 2025","https://asset.kompas.com/crops/1LuLDWx7weM5H4k8TCuutTvXI1s=/0x0:1913x1275/235x132/data/photo/2025/02/05/67a36a4f50a4c.jpg"
"143","Jelang Ramadhan, Kapolri Instruksikan Pengamanan Ketat di Seluruh Wilayah","27 Februari 2025","https://asset.kompas.com/crops/UYkO_Z2xDIxh8W0-WELjtvTngi8=/0x0:0x0/235x132/data/photo/2025/02/27/67c05d94bd75c.jpg"
"144","Tak Hanya SBY-Jokowi, Puan Juga Ikut Periksa Pasukan Bareng Prabowo di Akmil Magelang","27 Februari 2025","https://asset.kompas.com/crops/3uKfdvz57756WeSCAr_RrOuGfpQ=/185x0:1294x739/235x132/data/photo/2025/02/27/67c04ad7e235d.jpeg"
"145","Kasus Dihentikan, Dirtipidum Polri Bantah Penggelapan dan Kembalikan Sertifikat Tanah","27 Februari 2025","https://asset.kompas.com/crops/konQK5ibnaXv-eScsz5dkFdVUg8=/0x0:0x0/235x132/data/photo/2024/02/27/65ddbf51a480c.jpg"
"146","Lembaga Filantropi hingga Pengelola Zakat Dapat Akses DTSEN untuk Salurkan Bantuan","27 Februari 2025","https://asset.kompas.com/crops/zETn4VvxOduoinnQKcy_dyaa13U=/0x0:0x0/235x132/data/photo/2025/02/27/67c03d463c70d.jpeg"
"147","JK Harap Ceramah Ramadhan Angkat Tema Hubungan Antarmanusia","27 Februari 2025","https://asset.kompas.com/crops/z1NOdPyiSE-HIzeXdIO1HgT4pV8=/0x502:3867x3080/235x132/data/photo/2025/02/25/67bd5729a7a78.jpeg"
"148","Guru Non-ASN yang Terdaftar dalam DTSEN Bakal Dapat Bansos","27 Februari 2025","https://asset.kompas.com/crops/zETn4VvxOduoinnQKcy_dyaa13U=/0x0:0x0/235x132/data/photo/2025/02/27/67c03d463c70d.jpeg"
"149","Menhut Cabut 18 Izin Usaha Pemanfaatan Hutan, Luasnya Capai 526.144 Hektar","27 Februari 2025","https://asset.kompas.com/crops/gbCTXeaPJusHUj1o0EEeOJXPfe4=/0x0:0x0/235x132/data/photo/2025/02/25/67bd3d895d1c3.jpg"
"150","Taruna Asal Papua Pimpin Pasukan "Drum Band" pada Upacara Parade Senja","27 Februari 2025","https://asset.kompas.com/crops/p2tNIDdjL7530C9XRJSt4O18c00=/0x0:0x0/235x132/data/photo/2025/02/27/67c0542625b64.jpeg"
"151","Menteri LH: Ada 56,63 Juta Ton Sampah pada 2023, Hanya 39 Persen yang Terkelola","27 Februari 2025","https://asset.kompas.com/crops/O8RN4UIDQAnHStDr7Ms8xVgQZds=/0x0:600x400/235x132/data/photo/2019/06/13/676840116.jpg"
"152","Ada Potensi Kerugian Negara, KKP Diminta Laporkan Pagar Laut ke Aparat Penegak Hukum","27 Februari 2025","https://asset.kompas.com/crops/xZMPbXJSgjGt9nwL4NCc9PYxUOY=/0x0:800x533/235x132/data/photo/2025/01/14/678614623b418.jpg"
"153","Kejagung Geledah Perusahaan Anak Riza Chalid, Tempat Pertamax Dioplos","27 Februari 2025","https://asset.kompas.com/crops/O9ACmR6d4Efgq2le9QRC-WYUVhI=/0x0:0x0/235x132/data/photo/2025/02/26/67bea638c872b.jpg"
"154","Hujan-hujanan, Prabowo Periksa Pasukan Parade Senja Bareng SBY-Jokowi","27 Februari 2025","https://asset.kompas.com/crops/3uKfdvz57756WeSCAr_RrOuGfpQ=/185x0:1294x739/235x132/data/photo/2025/02/27/67c04ad7e235d.jpeg"
"155","16 Daerah Tak Punya Anggaran Gelar PSU Pilkada 2024","27 Februari 2025","https://asset.kompas.com/crops/120W1ZdQDXanFwnBhV4Cw9T9yiQ=/0x0:0x0/235x132/data/photo/2024/10/16/670f22ec842fb.jpg"
"156","Gaspol Hari Ini: Emil Dardak Bisa Jadi Menteri Prabowo, tapi Pilih Temani Khofifah","27 Februari 2025","https://asset.kompas.com/crops/vahFJcVqh3ZjacbEpGVJdnAYJ5c=/0x0:0x0/235x132/data/photo/2025/02/27/67c04703a9552.jpeg"
"157","Hadapi Kasus Suap, Kuasa Hukum Hasto: Kami Tak Akan Minta Belas Kasihan Mantan Penguasa","27 Februari 2025","https://asset.kompas.com/crops/sgqNa3_sFcmbGOrUR_yQ4nRU3Zo=/0x0:0x0/235x132/data/photo/2025/02/27/67c03608f1c31.jpg"
"158","Dihadiri SBY-Jokowi, Prabowo Pimpin Upacara Parade Senja di Akmil Magelang","27 Februari 2025","https://asset.kompas.com/crops/3uKfdvz57756WeSCAr_RrOuGfpQ=/185x0:1294x739/235x132/data/photo/2025/02/27/67c04ad7e235d.jpeg"
"159","BRIN Ungkap Potensi Perbedaan Awal Puasa 2025, Menag: Semua Orang Bisa Prediksi","27 Februari 2025","https://asset.kompas.com/crops/A3auRDCoH1uUDBx4mBDRUmX0yzY=/0x0:0x0/235x132/data/photo/2025/02/27/67c041f9edc75.jpeg"
"160","Banyak Wilayah Harus Ulang Pemilu, Politikus PDI-P: Pecat Semua KPU di Daerah Itu!","27 Februari 2025","https://asset.kompas.com/crops/Mp7T6hxoj2FylLr1ntxQqXfpbtI=/0x0:0x0/235x132/data/photo/2025/02/21/67b86f114734d.jpg"
"161","Kakorlantas Sisir Pantura hingga Cek Rest Area Jelang Mudik Lebaran 2025","27 Februari 2025","https://asset.kompas.com/crops/M1G5WnpXTgMmoMD77gdMSFkp6vc=/0x0:0x0/235x132/data/photo/2025/02/27/67c022ee65560.jpg"
"162","Siaga Bencana, Kemensos Sumbang Bantuan Logistik Senilai Rp 2 Miliar di Palembang","27 Februari 2025","https://asset.kompas.com/crops/mpIj4CATFp0kWrkOLYBtmXAMRtk=/0x0:3359x2239/235x132/data/photo/2025/02/27/67c0407c221e6.jpeg"
"163","Cak Imin: Data Tunggal Jadi Kunci Utama Penanggulangan Kemiskinan Ekstrem","27 Februari 2025","https://asset.kompas.com/crops/8zjyXaOO6RaafhBvhC0ORddzohM=/0x0:0x0/235x132/data/photo/2025/02/18/67b4190d7c6f0.jpeg"
"164","Mendes Sebut Pemberdayaan 1.000 Desa Wisata Belum Maksimal","27 Februari 2025","https://asset.kompas.com/crops/zEwM-b6ObEr5O3alwjQPjr94QRc=/0x0:3000x2000/235x132/data/photo/2025/01/27/67973a5df246c.jpg"
"165","Hari Pertama Puasa 2025, Menag: Besok Ditentukan di Sidang Isbat","27 Februari 2025","https://asset.kompas.com/crops/A3auRDCoH1uUDBx4mBDRUmX0yzY=/0x0:0x0/235x132/data/photo/2025/02/27/67c041f9edc75.jpeg"
"166","Eks Sestama Basarnas Akui Pakai Dana Komando untuk Beli Louis Vuiton dan Ikan Arwana","27 Februari 2025","https://asset.kompas.com/crops/wcexV7n3vsk7HGf1NFkcA61qL1c=/0x0:0x0/235x132/data/photo/2025/02/27/67bffb2180cd1.jpg"
"167","Kemensos Salurkan Bantuan untuk Korban Bencana Pergeseran Tanah di Tasikmalaya","27 Februari 2025","https://asset.kompas.com/crops/XRY3WJHbYlmVJnZUN25MKTUQ_FE=/0x101:1270x948/235x132/data/photo/2025/02/27/67c02f1c3b964.jpeg"
"168","Dewas KPK Terima 5 Aduan Pelanggaran Kode Etik Pegawai, Ada yang Salah Alamat","27 Februari 2025","https://asset.kompas.com/crops/296eTyxI5xphDjVUFE7mVwkLWNY=/0x0:0x0/235x132/data/photo/2025/02/27/67c026ad7d5e3.jpg"
"169","Pengawal Panglima Ancam Jurnalis Kompas.com, TNI Janji Evaluasi","27 Februari 2025","https://asset.kompas.com/crops/Ct6xut7KcOWRpzNjp4d87wP3e3Q=/0x0:0x0/235x132/data/photo/2024/10/04/66ff5907c49e1.jpeg"
"170","Hasto: Ibu Megawati Tidak Perlu Menjenguk Saya","27 Februari 2025","https://asset.kompas.com/crops/sgqNa3_sFcmbGOrUR_yQ4nRU3Zo=/0x0:0x0/235x132/data/photo/2025/02/27/67c03608f1c31.jpg"
"171","Soal Jabatan Anies Baswedan di Gerakan Rakyat, Ketua Umum: Panutan dan Inspirasi","27 Februari 2025","https://asset.kompas.com/crops/BB_z3ib5x7vCCboNSqbi_2q_91E=/0x0:0x0/235x132/data/photo/2025/02/27/67c02ed503753.jpg"
"172","Hukuman Dua Bos Smelter Timah Diperberat hingga Dua Kali Lipat","27 Februari 2025","https://asset.kompas.com/crops/9irV1pLZ0nqkC41F1q3ST4pRUWI=/0x0:0x0/235x132/data/photo/2024/12/23/6769456f369b1.jpg"
"173","Mendes Minta Kepala Daerah Kumpulkan Kades untuk Monitor Dana Desa","27 Februari 2025","https://asset.kompas.com/crops/iMR-m-QjAB0gZXkmVAV0qsV-JF0=/0x0:0x0/235x132/data/photo/2025/02/27/67bff5f6cc754.jpeg"
"174","Terbukti Buat Pagar Laut, Kades Kohod dan Anak Buah Didenda Rp 48 Miliar","27 Februari 2025","https://asset.kompas.com/crops/m49Z7lDH2FzUVkL56kCRc7LSSCw=/0x0:0x0/235x132/data/photo/2025/02/27/67bff8359d00c.jpg"
"175","Menteri KP: Kades Kohod dan Stafnya Siap Bayar Denda Rp 48 Miliar karena Buat Pagar Laut","27 Februari 2025","https://asset.kompas.com/crops/bg-84rb9rF_1nXJY9rG0bcBCu9U=/0x0:0x0/235x132/data/photo/2025/02/27/67c0231e18a90.jpg"
"176","Soal Kemungkinan Gerakan Rakyat Jadi Parpol, Anies Baswedan: Kejauhan","27 Februari 2025","https://asset.kompas.com/crops/BB_z3ib5x7vCCboNSqbi_2q_91E=/0x0:0x0/235x132/data/photo/2025/02/27/67c02ed503753.jpg"
"177","Kasus Pagar Laut Baru Sentuh Kades Kohod, Anggota DPR: Menteri KP Terkesan Menutupi","27 Februari 2025","https://asset.kompas.com/crops/RdUfN6RncXAkWx2JE6ijQ1kbeAw=/0x0:4520x3013/235x132/data/photo/2025/01/19/678cb168b6b3b.jpg"
"178","Gerakan Rakyat Bakal Dirikan Sekolah Politik Kerakyatan, Disingkat Spartan","27 Februari 2025","https://asset.kompas.com/crops/SbE4Vfz9CUsYOOJUUPLinngHUhg=/0x0:0x0/235x132/data/photo/2025/02/27/67c02a1de643c.jpg"
"179","DPR Dorong Kades Kohod Jadi Justice Collabolator, Tak Yakin Hanya Dia Pembuat Pagar Laut","27 Februari 2025","https://asset.kompas.com/crops/m49Z7lDH2FzUVkL56kCRc7LSSCw=/0x0:0x0/235x132/data/photo/2025/02/27/67bff8359d00c.jpg"
"180","Anies Hadiri Deklarasi Ormas Gerakan Rakyat, Ketua Umumnya Sahrin Hamid","27 Februari 2025","https://asset.kompas.com/crops/ktu8QrrRJV98zjPnnj2fxH1BuTQ=/0x0:0x0/235x132/data/photo/2025/02/20/67b6c3ceb71d4.jpeg"
